SLES-52056;Harry Potter and The Philosopher's Stone
SLES-52600;Harry Potter and The Prisoner of Azkaban
SLES-51192;Harry Potter and the Chamber of Secrets
SLES-52055;Harry Potter and the Philosopher's Stone
SLES-52440;Harry Potter and the Prisoner of Azkaban
SLES-52527;Harry Potter og Fangen fra Azkaban
SLES-53282;Harvest Fishing
SLES-53480;Harvest Moon - A Wonderful Life [Special Edition]
SLES-52877;Haunting Ground
SLES-51209;Haven - Call of the King
SLES-54441;Hawk Kawasaki Racing
SCES-50500;Headhunter
SLES-51682;Headhunter - Redemption
SLES-52511;Headhunter - Redemption (EX)
SLES-51865;Heartbeat Boxing
SLES-53509;Hello Kitty - Roller Rescue
SLES-53855;Heracles - Battle with the Gods
SLES-50751;Herdy Gerdy
SLES-50186;Heroes of Might and Magic
SLES-53441;Heroes of the Pacific
SLES-50260;Hidden Invasion
SLES-50638;High Heat Major League Baseball 2003
SLES-54451;Himmel und Huhn - Ace in Action
SLES-53028;Hitman - Blood Money
SLES-52132;Hitman - Contracts
SLES-50992;Hitman 2 - Silent Assassin
SLES-51723;Hobbit, The
SLES-54469;Home Alone
SLES-51812;Homerun
SLES-53964;Homura
SLES-54546;Horsez
SLES-52481;Hot Wheels - Stunt Track Challenge
SLES-51879;Hot Wheels World Race
SLES-52314;Hugo - Bukkazoom
SLES-52102;Hugo Bukkazoom!
SLES-52675;Hugo Cannon Cruise
SLES-51508;Hulk, The
SLES-54158;Hummer Badlands
SLES-51823;Hunter - The Reckoning Wayward
SLES-52444;Hyper Street Fighter II - The Anniversary Edition
SLES-53146;I Fantastici Quattro
SCES-52099;I-Ninja
SLES-53984;Ice Age 2 - The Meltdown
SCES-50760;Ico
SLES-53430;Incredible Hulk 2, The - Ultimate Destruction
SLES-52813;Incredibles, The
SLES-53473;Incredibles, The - Rise of the Underminer
SLES-50836;Indiana Jones and The Emperor's Tomb
SLES-51397;IndyCar Series
SLES-52298;IndyCar Series 2005
